gene	TMEI	TMEII	TMEIII	TMEIV
DCAF11	1.742160279	0.348432056	0.348432056	0.348432056
DCST2	1.742160279	0.348432056	0.348432056	0.348432056
DDB1	1.742160279	0.348432056	0.696864111	0.348432056
DDC	1.742160279	0.348432056	0	0
DENND4C	1.742160279	0.348432056	0.696864111	0.696864111
DHX38	1.742160279	0.348432056	0.348432056	0
DICER1	1.742160279	0.348432056	0.348432056	0
DNMT3B	1.742160279	0.348432056	0.696864111	0
DOCK11	1.742160279	0.348432056	1.045296167	0.696864111
DOPEY1	1.742160279	0.348432056	0.696864111	0.696864111
DUOX2	0.348432056	1.742160279	#N/A	#N/A
EDEM3	1.742160279	0.348432056	0	0.696864111
EEFSEC	1.742160279	0.348432056	0	0.696864111
EFEMP2	1.742160279	0.348432056	0	0
EFHC1	1.742160279	0.348432056	0	0
ELL2	1.742160279	0.348432056	0.696864111	0.696864111
ENPP2	0.348432056	1.742160279	#N/A	#N/A
ENTPD4	1.742160279	0.348432056	1.045296167	0
EPHB1	1.742160279	0.348432056	1.045296167	2.090592334
ERBB2IP	1.742160279	0.348432056	0.348432056	0.348432056
ERF	-1.742160279	-0.348432056	-0.348432056	-0.348432056
EXPH5	1.742160279	0.348432056	0.696864111	0.348432056
FAM171B	1.742160279	0.348432056	0.348432056	0.696864111
FAM198B	1.742160279	0.348432056	1.045296167	0
FARP1	1.742160279	0.348432056	0.348432056	0
FASTKD1	1.742160279	0.348432056	0.348432056	1.045296167
FNIP1	1.742160279	0.348432056	0.348432056	0
FOXA3	1.742160279	0.348432056	0	0
FOXP2	1.742160279	0.348432056	1.045296167	0.348432056
GABRA5	0.348432056	1.742160279	#N/A	#N/A
GABRG3	1.742160279	0.348432056	0.348432056	0.348432056
GALNT14	1.742160279	0.348432056	1.045296167	1.393728223
GYLTL1B	1.742160279	0.348432056	0.348432056	0
HAUS6	1.742160279	0.348432056	0.348432056	0.348432056
HEPHL1	1.742160279	0.348432056	0.348432056	0.348432056
HMHA1	1.742160279	0.348432056	0.348432056	0
IARS2	1.742160279	0.348432056	0	0.696864111
IGHM	1.742160279	0.348432056	1.742160279	0
INTU	1.742160279	0.348432056	0.348432056	0
IQGAP1	1.742160279	0.348432056	1.045296167	0.348432056
JAK3	1.742160279	0.348432056	0	0.696864111
JKAMP	1.742160279	0.348432056	0.348432056	0.348432056
JPH1	1.742160279	0.348432056	1.045296167	1.393728223
KCNK10	1.742160279	0.348432056	0.696864111	0
KCNQ2	1.742160279	0.348432056	0.696864111	0.348432056
KDM5C	-1.742160279	-0.348432056	-1.045296167	0
KIAA1211L	1.742160279	0.348432056	0.696864111	0
KIF1C	1.742160279	0.348432056	0.348432056	0.348432056
KIF9	1.742160279	0.348432056	0.348432056	0.348432056
KLC2	1.742160279	0.348432056	0.696864111	0.348432056
KLHL34	1.742160279	0.348432056	0	0
KNDC1	1.742160279	0.348432056	1.393728223	0.696864111
KRT79	1.742160279	0.348432056	0.348432056	0
LRFN2	1.742160279	0.348432056	0.696864111	1.045296167
LRRC8D	1.742160279	0.348432056	0	0.696864111
LZTS1	1.742160279	0.348432056	0.348432056	0
MAATS1	1.742160279	0.348432056	1.393728223	0.696864111
MAP7D3	1.742160279	0.348432056	0.696864111	0.348432056
MAPK8IP3	1.742160279	0.348432056	0.348432056	0
MATK	1.742160279	0.348432056	0.348432056	0.348432056
MCPH1	1.742160279	0.348432056	1.742160279	0.348432056
MIS18BP1	1.742160279	0.348432056	0.696864111	0.348432056
MMRN2	1.742160279	0.348432056	0	0.348432056
MSANTD4	1.742160279	0.348432056	1.045296167	0.348432056
MYO1B	1.742160279	0.348432056	0	0.696864111
NFATC1	1.742160279	0.348432056	0	0.348432056
NID1	1.742160279	0.348432056	0.348432056	0.696864111
NIN	1.742160279	0.348432056	2.43902439	1.742160279
NPC1	1.742160279	0.348432056	0.348432056	0.348432056
NR4A2	1.742160279	0.348432056	0	0.696864111
NRP1	1.742160279	0.348432056	0.696864111	1.393728223
NUAK1	1.742160279	0.348432056	1.742160279	1.045296167
OPHN1	1.742160279	0.348432056	0.348432056	0.348432056
OPRK1	1.742160279	0.348432056	0.696864111	1.045296167
OR11L1	1.742160279	0.348432056	0.348432056	0.696864111
OR2L8	1.742160279	0.348432056	0.348432056	0.696864111
OR8H1	1.742160279	0.348432056	0.696864111	0.348432056
OSBPL1A	1.742160279	0.348432056	0.696864111	0
P3H2	1.742160279	0.348432056	0	0.348432056
PAQR8	1.742160279	0.348432056	0	0.348432056
PHKB	0.348432056	1.742160279	#N/A	#N/A
PIAS2	1.742160279	0.348432056	1.742160279	0
PIK3R5	1.742160279	0.348432056	0.348432056	0
PIP5K1C	1.742160279	0.348432056	0.696864111	0
PLA2G3	1.742160279	0.348432056	0.696864111	0
PLCD4	1.742160279	0.348432056	0	0
PLXND1	1.742160279	0.348432056	1.393728223	0.348432056
PMFBP1	1.742160279	0.348432056	0.348432056	0
PPP3CA	1.742160279	0.348432056	0.696864111	0
PRMT2	1.742160279	0.348432056	0	0
PTPN5	1.742160279	0.348432056	0	0
PTX4	1.742160279	0.348432056	0	0
RLF	1.742160279	0.348432056	0.696864111	0.696864111
RNF123	1.742160279	0.348432056	0.348432056	0.348432056
RP11-407N17.3	1.742160279	0.348432056	0.696864111	0.696864111
RRBP1	1.742160279	0.348432056	1.045296167	0.348432056
RSF1	1.742160279	0.348432056	0.348432056	0.348432056
RUSC1	1.742160279	0.348432056	1.393728223	0.348432056
RUSC2	1.742160279	0.348432056	1.393728223	0
SAP130	1.742160279	0.348432056	0.348432056	0.348432056
SBF2	1.742160279	0.348432056	0	0.696864111
SEMA6A	1.742160279	0.348432056	0.696864111	1.045296167
SGOL1	1.742160279	0.348432056	0.348432056	0.348432056
SLC24A4	1.742160279	0.348432056	0.348432056	0
SLC35A4	1.742160279	0.348432056	0	0
SLC45A4	1.742160279	0.348432056	0.696864111	0.696864111
SLC9A8	1.742160279	0.348432056	0.348432056	0
SLTM	1.742160279	0.348432056	0.348432056	0.696864111
SMPD4	1.742160279	0.348432056	0.348432056	0.348432056
SOS2	1.742160279	0.348432056	1.393728223	0
SPTY2D1	1.742160279	0.348432056	0.348432056	1.045296167
SRRM1	1.742160279	0.348432056	0	0.696864111
STAM	1.742160279	0.348432056	0.348432056	0
SULF2	1.742160279	0.348432056	1.045296167	0.348432056
SUN1	1.742160279	0.348432056	0.348432056	0
SUPT16H	1.742160279	0.348432056	0.696864111	0
SYCP2	1.742160279	0.348432056	0.696864111	0.696864111
SYT4	1.742160279	0.348432056	0.696864111	0.696864111
TAF1	1.742160279	0.348432056	1.045296167	0.696864111
TEAD4	1.742160279	0.348432056	0.348432056	0.696864111
TGM3	0.348432056	1.742160279	#N/A	#N/A
THBS2	1.742160279	0.348432056	1.045296167	0
THSD4	1.742160279	0.348432056	0.348432056	0.696864111
TOPBP1	1.742160279	0.348432056	0.696864111	0.696864111
TOX	1.742160279	0.348432056	0.348432056	0.348432056
TP53BP2	1.742160279	0.348432056	0.348432056	0.696864111
TP63	0.348432056	1.742160279	#N/A	#N/A
TPR	1.742160279	0.348432056	1.393728223	1.045296167
TRIM28	1.742160279	0.348432056	0.348432056	0
TRIM6	1.742160279	0.348432056	0	1.045296167
TRPC3	1.742160279	0.348432056	1.045296167	0.348432056
TSC2	-1.742160279	-0.348432056	-0.696864111	-0.348432056
TTC21B	1.742160279	0.348432056	0.348432056	0.348432056
TTK	1.742160279	0.348432056	2.43902439	0.348432056
UPF3A	1.742160279	0.348432056	1.045296167	0.696864111
USH1G	1.742160279	0.348432056	0	0
USP24	1.742160279	0.348432056	0.348432056	0.348432056
USP42	1.742160279	0.348432056	0.696864111	0
WISP1	1.742160279	0.348432056	0.696864111	1.045296167
XKR4	1.742160279	0.348432056	0	1.045296167
YTHDC1	1.742160279	0.348432056	0.348432056	0.696864111
ZAN	1.742160279	0.348432056	2.43902439	1.393728223
ZAP70	1.742160279	0.348432056	0.696864111	0.696864111
ZBTB11	1.742160279	0.348432056	0.348432056	0.696864111
ZBTB4	1.742160279	0.348432056	0.696864111	0.348432056
ZCCHC7	1.742160279	0.348432056	0	0.348432056
ZNF329	1.742160279	0.348432056	0.348432056	0.348432056
ZNF609	1.742160279	0.348432056	1.045296167	1.045296167
ZNF7	1.742160279	0.348432056	0.348432056	0
ZNF74	1.742160279	0.348432056	0.696864111	0.696864111
ANK1	2.787456446	1.045296167	1.742160279	1.393728223
AR	2.787456446	1.045296167	0.696864111	1.045296167
ATRX	-2.787456446	-1.045296167	-1.045296167	-1.045296167
CNOT1	2.787456446	1.045296167	1.393728223	0.696864111
CTNND1	-2.787456446	-1.045296167	-0.348432056	-0.696864111
DNMBP	2.787456446	1.045296167	0	0.348432056
FBN2	2.787456446	1.045296167	3.484320557	1.393728223
FNDC1	2.787456446	1.045296167	0.348432056	1.045296167
HIVEP3	2.787456446	1.045296167	1.045296167	1.045296167
IGSF9B	2.787456446	1.045296167	1.045296167	0
LRRC7	2.787456446	1.045296167	1.045296167	1.742160279
PCSK5	2.787456446	1.045296167	1.045296167	0
PPP1R3A	2.787456446	1.045296167	0.696864111	0.696864111
RGS22	2.787456446	1.045296167	0.348432056	1.045296167
SCUBE2	2.787456446	1.045296167	0.696864111	0.348432056
SLC12A7	2.787456446	1.045296167	1.045296167	0.348432056
SPATA31A1	2.787456446	1.045296167	0.696864111	1.045296167
TIE1	2.787456446	1.045296167	1.393728223	0.696864111
TNN	2.787456446	1.045296167	2.090592334	1.045296167
TNRC6A	2.787456446	1.045296167	1.045296167	0.696864111
ZNF43	2.787456446	1.045296167	1.742160279	1.393728223
ASPM	4.181184669	2.090592334	2.787456446	1.742160279
GRM5	4.181184669	2.090592334	0.696864111	1.393728223
PCDH10	4.181184669	2.090592334	2.787456446	1.742160279
RIMS2	4.181184669	2.090592334	3.484320557	2.090592334
RYR3	4.181184669	2.090592334	2.090592334	2.090592334
CMYA5	4.529616725	2.43902439	2.090592334	1.742160279
SDK1	4.529616725	2.43902439	2.090592334	3.135888502
VPS13B	4.529616725	2.43902439	2.787456446	1.742160279
ACVR2A	-3.135888502	-1.393728223	-2.090592334	-1.045296167
DIDO1	3.135888502	1.393728223	1.742160279	1.045296167
DLGAP2	3.135888502	1.393728223	1.045296167	0.348432056
DSEL	1.393728223	3.135888502	#N/A	#N/A
EPG5	3.135888502	1.393728223	1.045296167	0.696864111
EPHA6	3.135888502	1.393728223	0.696864111	1.742160279
FBN3	3.135888502	1.393728223	1.393728223	1.742160279
GRM2	3.135888502	1.393728223	1.045296167	1.393728223
HERC1	3.135888502	1.393728223	3.832752613	1.045296167
IGF2R	3.135888502	1.393728223	1.045296167	0.348432056
MKRN3	3.135888502	1.393728223	0.348432056	0.348432056
MYH7	3.135888502	1.393728223	1.393728223	1.045296167
NCOR2	-3.135888502	-1.393728223	-1.393728223	-1.045296167
POGZ	3.135888502	1.393728223	0.348432056	1.045296167
RIMS1	3.135888502	1.393728223	2.43902439	1.045296167
SAMD9	3.135888502	1.393728223	0.696864111	0.348432056
VPS13A	3.135888502	1.393728223	1.045296167	1.045296167
CUBN	4.87804878	2.787456446	1.742160279	2.43902439
ABCE1	2.090592334	0.696864111	0.348432056	0
AMPD3	2.090592334	0.696864111	0.348432056	0.696864111
ASXL3	2.090592334	0.696864111	1.393728223	1.045296167
BMPR2	2.090592334	0.696864111	2.090592334	0.348432056
CACNA1G	2.090592334	0.696864111	1.045296167	0.348432056
CCDC171	2.090592334	0.696864111	1.045296167	1.045296167
CEMIP	2.090592334	0.696864111	0.348432056	0.696864111
CFH	0.696864111	2.090592334	1.742160279	#N/A
CLIP4	2.090592334	0.696864111	0.348432056	0.348432056
CNGA4	0.696864111	2.090592334	#N/A	#N/A
CNTN4	2.090592334	0.696864111	1.393728223	1.045296167
COL4A5	2.090592334	0.696864111	1.045296167	0.348432056
CPXM2	2.090592334	0.696864111	0.696864111	1.393728223
CRMP1	2.090592334	0.696864111	0	0.348432056
CSGALNACT1	2.090592334	0.696864111	1.393728223	0.348432056
DACH2	2.090592334	0.696864111	0.348432056	1.045296167
DAGLA	0.696864111	2.090592334	#N/A	#N/A
EFR3A	2.090592334	0.696864111	0.348432056	0.696864111
EVPL	2.090592334	0.696864111	1.393728223	0.348432056
FASN	2.090592334	0.696864111	1.393728223	0.348432056
FLNC	2.090592334	0.696864111	2.787456446	1.393728223
GUCY2C	2.090592334	0.696864111	0.696864111	0.348432056
HELZ2	2.090592334	0.696864111	1.045296167	0
HGF	2.090592334	0.696864111	0.348432056	0.696864111
IFT172	2.090592334	0.696864111	0.696864111	0.348432056
INTS1	2.090592334	0.696864111	0	0
ITGAD	2.090592334	0.696864111	0.348432056	0.348432056
ITIH5	2.090592334	0.696864111	1.045296167	1.045296167
KCNG1	2.090592334	0.696864111	0.348432056	0.348432056
KCNH8	2.090592334	0.696864111	1.742160279	1.045296167
KCNQ3	2.090592334	0.696864111	1.045296167	0
KDM6B	2.090592334	0.696864111	1.742160279	1.045296167
LRRC8E	2.090592334	0.696864111	0	0.348432056
MAN2A2	2.090592334	0.696864111	0	0
MASTL	2.090592334	0.696864111	0	0.348432056
MGAT4C	2.090592334	0.696864111	0.348432056	0.348432056
MPRIP	2.090592334	0.696864111	0.696864111	0.696864111
MXRA8	2.090592334	0.696864111	0	1.045296167
NCDN	2.090592334	0.696864111	1.045296167	0.348432056
NUP155	2.090592334	0.696864111	0.696864111	0.348432056
OTOGL	2.090592334	0.696864111	0.348432056	1.045296167
PCDHB13	2.090592334	0.696864111	0.696864111	0.696864111
PCDHGA6	2.090592334	0.696864111	1.045296167	0.348432056
PIGG	2.090592334	0.696864111	1.045296167	0.696864111
PLEKHA5	2.090592334	0.696864111	1.045296167	0.348432056
PLEKHA7	2.090592334	0.696864111	0	0.348432056
PLXNB1	2.090592334	0.696864111	1.393728223	0.696864111
PRDM9	2.090592334	0.696864111	1.045296167	1.393728223
PTCHD2	2.090592334	0.696864111	1.393728223	1.045296167
PTPRS	2.090592334	0.696864111	1.742160279	1.393728223
PYGO2	2.090592334	0.696864111	0.348432056	0
RB1CC1	2.090592334	0.696864111	0.348432056	0.696864111
RBM6	2.090592334	0.696864111	0.348432056	0.348432056
RREB1	0.696864111	2.090592334	#N/A	#N/A
SBNO1	2.090592334	0.696864111	1.742160279	0.696864111
SCRIB	2.090592334	0.696864111	0.696864111	1.045296167
SEMA5A	2.090592334	0.696864111	2.43902439	0.348432056
SLC4A11	2.090592334	0.696864111	0.696864111	1.045296167
SPTBN4	2.090592334	0.696864111	1.393728223	1.393728223
SREBF1	2.090592334	0.696864111	0.348432056	0
TBX5	2.090592334	0.696864111	0.348432056	0
TEK	2.090592334	0.696864111	0	0.348432056
UBE3B	2.090592334	0.696864111	1.045296167	0
WDR47	2.090592334	0.696864111	1.393728223	0.348432056
WDR49	2.090592334	0.696864111	1.742160279	0.696864111
ZNF280D	2.090592334	0.696864111	0.696864111	0.348432056
ZNF711	2.090592334	0.696864111	0.696864111	0.696864111
AHNAK	3.484320557	1.742160279	1.393728223	1.742160279
ANKRD11	3.484320557	1.742160279	0.696864111	2.090592334
CDH10	3.484320557	1.742160279	1.742160279	0.696864111
CHD7	3.484320557	1.742160279	1.393728223	1.742160279
HCN1	3.484320557	1.742160279	1.045296167	0
MUC4	3.484320557	1.742160279	2.090592334	0.696864111
PCDH9	3.484320557	1.742160279	1.393728223	0.696864111
SI	3.484320557	1.742160279	2.787456446	1.045296167
ZNF521	3.484320557	1.742160279	1.045296167	2.787456446
CSMD3	9.059233449	6.620209059	5.923344948	4.87804878
SPTA1	-5.923344948	-3.832752613	-4.181184669	-4.181184669
MED12L	3.832752613	2.090592334	1.742160279	0.348432056
HMCN1	-6.620209059	-4.529616725	-3.135888502	-3.484320557
ADCY5	2.43902439	1.045296167	0.696864111	0
AFF3	2.43902439	1.045296167	1.393728223	1.045296167
ATG2A	2.43902439	1.045296167	0.696864111	0
BRWD1	2.43902439	1.045296167	2.43902439	0.696864111
C5orf42	2.43902439	1.045296167	3.135888502	1.742160279
CACNA1A	2.43902439	1.045296167	1.045296167	1.045296167
CACNA1B	2.43902439	1.045296167	1.742160279	0.348432056
CR1	2.43902439	1.045296167	2.090592334	0
DPP10	1.045296167	2.43902439	#N/A	#N/A
FAM13C	2.43902439	1.045296167	1.045296167	0.348432056
FSHR	2.43902439	1.045296167	1.393728223	1.045296167
GOLGB1	2.43902439	1.045296167	1.045296167	0.696864111
GPATCH8	2.43902439	1.045296167	0.696864111	0.348432056
GPR45	2.43902439	1.045296167	0.696864111	0.348432056
HK1	2.43902439	1.045296167	0.348432056	0.696864111
ITPR2	2.43902439	1.045296167	2.43902439	0.348432056
KCNH7	2.43902439	1.045296167	0.348432056	0.696864111
KIAA1429	2.43902439	1.045296167	1.045296167	0.348432056
KIF17	2.43902439	1.045296167	0.348432056	0.348432056
MTR	2.43902439	1.045296167	0	0.696864111
MYO18B	2.43902439	1.045296167	0.348432056	1.045296167
PDZRN4	2.43902439	1.045296167	1.045296167	0.696864111
PPFIA2	2.43902439	1.045296167	0.696864111	0.696864111
PTPRN2	2.43902439	1.045296167	0	1.045296167
RHOA	1.045296167	2.43902439	#N/A	#N/A
RLTPR	2.43902439	1.045296167	0.348432056	0.696864111
SCAF4	-2.43902439	-1.045296167	-1.393728223	-1.045296167
SGK223	2.43902439	1.045296167	1.393728223	1.393728223
SLC3A2	2.43902439	1.045296167	2.090592334	0.696864111
SLIT3	2.43902439	1.045296167	0	0.696864111
ST6GAL2	1.045296167	2.43902439	#N/A	#N/A
SUPT6H	2.43902439	1.045296167	1.393728223	0.348432056
TLN1	2.43902439	1.045296167	1.742160279	0.696864111
TPO	2.43902439	1.045296167	1.045296167	1.393728223
TRPM1	2.43902439	1.045296167	1.045296167	0.696864111
ULK1	2.43902439	1.045296167	0.348432056	0
ZC3H13	2.43902439	1.045296167	1.742160279	0.696864111
CSMD2	4.181184669	2.43902439	2.090592334	0.696864111
PXDN	4.181184669	2.43902439	3.135888502	1.742160279
TECTA	4.181184669	2.43902439	1.045296167	2.090592334
ANK2	4.529616725	2.787456446	1.393728223	0.696864111
CDH23	4.529616725	2.787456446	2.787456446	1.393728223
ADAMTS16	2.787456446	1.393728223	2.090592334	0.348432056
ARHGAP5	2.787456446	1.393728223	1.045296167	1.045296167
CHD4	2.787456446	1.393728223	1.742160279	1.045296167
COL6A6	2.787456446	1.393728223	2.787456446	1.045296167
FLNB	2.787456446	1.393728223	1.393728223	1.393728223
FN1	2.787456446	1.393728223	1.045296167	1.045296167
GTF3C1	2.787456446	1.393728223	2.090592334	0.348432056
KALRN	2.787456446	1.393728223	0.696864111	0.696864111
KIF26B	2.787456446	1.393728223	0.696864111	0.696864111
LRRIQ1	2.787456446	1.393728223	0.696864111	1.045296167
MYCBP2	2.787456446	1.393728223	3.484320557	1.393728223
NFASC	2.787456446	1.393728223	1.742160279	1.742160279
PPP1R26	2.787456446	1.393728223	1.393728223	0
PZP	2.787456446	1.393728223	1.045296167	1.393728223
RPL22	-2.787456446	-1.393728223	-2.787456446	-0.696864111
SCN1A	2.787456446	1.393728223	0.696864111	2.43902439
SCN4A	2.787456446	1.393728223	0.696864111	0.696864111
SCN5A	2.787456446	1.393728223	1.742160279	1.742160279
SLITRK6	2.787456446	1.393728223	1.742160279	1.045296167
SPTB	2.787456446	1.393728223	1.393728223	0.348432056
SSH2	2.787456446	1.393728223	1.045296167	0.348432056
TIAM1	2.787456446	1.393728223	2.43902439	0.348432056
TNS2	2.787456446	1.393728223	0.696864111	0.696864111
ZFHX3	-2.787456446	-1.393728223	-3.135888502	-1.045296167
NAV3	4.87804878	3.135888502	2.43902439	1.045296167
ABCA13	5.226480836	3.484320557	2.090592334	1.742160279
COL12A1	5.226480836	3.484320557	3.135888502	1.742160279
FAT2	-5.226480836	-3.484320557	-2.090592334	-1.742160279
CSMD1	5.574912892	3.832752613	4.87804878	4.181184669
BRCA2	-3.135888502	-1.742160279	-1.045296167	-2.090592334
CTNNB1	3.135888502	1.742160279	1.045296167	1.045296167
CTNND2	3.135888502	1.742160279	2.43902439	1.045296167
LAMA5	3.135888502	1.742160279	1.742160279	0.696864111
PCDHA11	3.135888502	1.742160279	0.696864111	0.696864111
PCDHA12	3.135888502	1.742160279	1.742160279	1.045296167
PCDHA8	3.135888502	1.742160279	1.045296167	0.348432056
RGS12	3.135888502	1.742160279	1.742160279	0.696864111
SLITRK5	3.135888502	1.742160279	2.787456446	1.045296167
TENM1	1.742160279	3.135888502	2.787456446	2.43902439
TNXB	3.135888502	1.742160279	2.090592334	1.045296167
PCDH15	5.923344948	4.181184669	3.484320557	2.43902439
FRAS1	3.484320557	2.090592334	1.742160279	0.696864111
HUWE1	-3.484320557	-2.090592334	-1.045296167	-1.393728223
A2ML1	1.742160279	0.696864111	1.045296167	1.045296167
ABI3BP	1.742160279	0.696864111	0.348432056	0.348432056
ABL2	1.742160279	0.696864111	0.696864111	0
ADAM19	1.742160279	0.696864111	0.696864111	0
ADAMTS1	1.742160279	0.696864111	1.393728223	0
ADAMTS4	1.742160279	0.696864111	0.348432056	0.348432056
ADCY1	1.742160279	0.696864111	0.696864111	0.348432056
AFAP1	1.742160279	0.696864111	0.348432056	0.348432056
AGBL1	1.742160279	0.696864111	1.045296167	1.742160279
ALPK3	1.742160279	0.696864111	1.045296167	0.696864111
AMER1	-1.742160279	-0.696864111	-2.090592334	-1.045296167
AMER2	1.742160279	0.696864111	0.348432056	0.348432056
ANKHD1-EIF4EBP3	1.742160279	0.696864111	0.348432056	0
ANO3	1.742160279	0.696864111	0.348432056	1.045296167
AP4E1	1.742160279	0.696864111	0	0.348432056
ARHGEF11	1.742160279	0.696864111	1.045296167	0.696864111
ASCC2	1.742160279	0.696864111	0.696864111	0
ATP2B4	0.696864111	1.742160279	#N/A	#N/A
ATP8B4	1.742160279	0.696864111	1.045296167	1.393728223
AVPR1A	1.742160279	0.696864111	1.045296167	0.696864111
BCL9L	1.742160279	0.696864111	2.43902439	0.696864111
BEST3	1.742160279	0.696864111	0.696864111	0.348432056
BPIFB6	1.742160279	0.696864111	0	0.348432056
C11orf63	1.742160279	0.696864111	1.393728223	1.045296167
C9orf84	1.742160279	0.696864111	1.045296167	1.045296167
CASKIN1	1.742160279	0.696864111	1.742160279	0.348432056
CASZ1	1.742160279	0.696864111	1.393728223	0.348432056
CCDC129	1.742160279	0.696864111	0.348432056	0.696864111
CCDC180	1.742160279	0.696864111	0.696864111	0.696864111
CCDC7	1.742160279	0.696864111	1.045296167	0.696864111
CCDC80	1.742160279	0.696864111	0.348432056	1.045296167
CCT8L2	1.742160279	0.696864111	1.045296167	0.696864111
CD163	1.742160279	0.696864111	0.348432056	0.696864111
CDC42BPB	1.742160279	0.696864111	0.348432056	0.348432056
CDK13	1.742160279	0.696864111	1.045296167	1.045296167
CHPF2	1.742160279	0.696864111	1.045296167	0.348432056
CIITA	1.742160279	0.696864111	0	0.696864111
CILP2	0.696864111	1.742160279	1.742160279	#N/A
CLCN1	1.742160279	0.696864111	0	0.348432056
CNTN1	1.742160279	0.696864111	1.393728223	0.696864111
CNTN5	0.696864111	1.742160279	2.090592334	#N/A
COL19A1	1.742160279	0.696864111	0.348432056	0
CROT	1.742160279	0.696864111	0.348432056	1.045296167
CTSW	1.742160279	0.696864111	0.696864111	0.348432056
DAG1	1.742160279	0.696864111	0.348432056	0.348432056
DEPDC5	1.742160279	0.696864111	1.045296167	0.348432056
DNHD1	1.742160279	0.696864111	0.696864111	0.696864111
DOCK8	1.742160279	0.696864111	0.696864111	0.696864111
EBF3	1.742160279	0.696864111	1.393728223	0.696864111
EEF2	-1.742160279	-0.696864111	-0.696864111	0
ELFN2	1.742160279	0.696864111	1.045296167	0.696864111
EPB41L5	1.742160279	0.696864111	0.348432056	0.348432056
EPHA7	1.742160279	0.696864111	0	0.696864111
EPX	1.742160279	0.696864111	1.393728223	0
ERCC6L2	1.742160279	0.696864111	0.696864111	1.045296167
ESPL1	1.742160279	0.696864111	1.045296167	0.348432056
EXTL3	1.742160279	0.696864111	0.696864111	0.348432056
FAM208B	1.742160279	0.696864111	0.696864111	1.045296167
FANCD2	1.742160279	0.696864111	0	0
FBXO11	1.742160279	0.696864111	0.348432056	0.348432056
FBXO24	1.742160279	0.696864111	1.045296167	0.348432056
FGFR4	1.742160279	0.696864111	1.045296167	0
FMN2	1.742160279	0.696864111	3.135888502	2.43902439
FMNL1	1.742160279	0.696864111	1.045296167	0
FOCAD	1.742160279	0.696864111	0.348432056	0.348432056
FTSJ3	0.696864111	1.742160279	#N/A	#N/A
GABBR2	1.742160279	0.696864111	0.348432056	0.348432056
GALNT18	1.742160279	0.696864111	0.696864111	0
GLI2	1.742160279	0.696864111	0	0.696864111
GRIK1	1.742160279	0.696864111	0.348432056	0
GRIK5	1.742160279	0.696864111	1.045296167	0.696864111
GXYLT1	1.742160279	0.696864111	0.696864111	0
HTT	0.696864111	1.742160279	2.43902439	#N/A
INTS8	1.742160279	0.696864111	0.696864111	0.348432056
IRX1	1.742160279	0.696864111	0.696864111	0.696864111
ITGA5	1.742160279	0.696864111	0.348432056	0
JAG2	-1.742160279	-0.696864111	-1.393728223	-0.348432056
KCNMB2	0.696864111	1.742160279	#N/A	#N/A
KIF13A	1.742160279	0.696864111	1.045296167	0
KIF27	1.742160279	0.696864111	0.348432056	0.348432056
KIF7	1.742160279	0.696864111	0	0
LIG3	1.742160279	0.696864111	1.045296167	0.348432056
LILRB5	1.742160279	0.696864111	1.045296167	0.696864111
LRBA	0.696864111	1.742160279	#N/A	#N/A
LRFN3	1.742160279	0.696864111	1.393728223	0.348432056
LTN1	1.742160279	0.696864111	2.090592334	0
MAGED1	1.742160279	0.696864111	0.696864111	0.348432056
MAGEL2	1.742160279	0.696864111	1.045296167	0.696864111
MAP2K7	0.696864111	1.742160279	#N/A	#N/A
MED14	1.742160279	0.696864111	0.348432056	0
MEGF8	1.742160279	0.696864111	1.393728223	1.393728223
MMP16	1.742160279	0.696864111	1.045296167	0.696864111
MMP3	1.742160279	0.696864111	0.348432056	0
MYOM3	0.696864111	1.742160279	#N/A	#N/A
NLGN1	1.742160279	0.696864111	0.696864111	1.393728223
NLRP7	1.742160279	0.696864111	0.348432056	1.045296167
NPBWR1	1.742160279	0.696864111	0	1.045296167
NPHP4	1.742160279	0.696864111	0.696864111	0
NR1D1	1.742160279	0.696864111	0	0.696864111
NR3C2	1.742160279	0.696864111	0.348432056	0.696864111
NTRK3	0.696864111	1.742160279	#N/A	#N/A
NYAP1	1.742160279	0.696864111	1.045296167	0.696864111
OLFM3	0.696864111	1.742160279	#N/A	#N/A
OR10J3	0.696864111	1.742160279	#N/A	#N/A
OR2T12	1.742160279	0.696864111	0.348432056	1.045296167
OSBPL3	1.742160279	0.696864111	0	0
P2RY8	0.696864111	1.742160279	#N/A	#N/A
PAPLN	1.742160279	0.696864111	1.045296167	0.696864111
PARP4	1.742160279	0.696864111	0.696864111	0.696864111
PCDHAC1	1.742160279	0.696864111	0.696864111	1.393728223
PDE1C	0.696864111	1.742160279	#N/A	#N/A
PFKP	1.742160279	0.696864111	0.696864111	0.348432056
PHEX	1.742160279	0.696864111	0.348432056	1.045296167
PHF1	1.742160279	0.696864111	0.348432056	0
PLCG2	1.742160279	0.696864111	1.045296167	0.348432056
PLD1	1.742160279	0.696864111	0.348432056	1.393728223
PLXNC1	1.742160279	0.696864111	1.045296167	0.696864111
PNMA5	1.742160279	0.696864111	0	0
PNPLA7	1.742160279	0.696864111	0.696864111	0.696864111
PPP1R12B	1.742160279	0.696864111	1.045296167	0.348432056
PRF1	0.696864111	1.742160279	#N/A	#N/A
PRKCG	1.742160279	0.696864111	0	1.393728223
PRRC2B	1.742160279	0.696864111	0.696864111	0.696864111
